OCHA_VNAME,VDC_CODE,VDC_NAME
Deurali,524 3 09 47 5 035,Deurali
Devachuli,524 3 09 47 5 002,Devchuli
Devagawa,524 3 09 47 5 068,Devgaun
Dhaubadi,524 3 09 47 5 022,Dhauwadi
Dhurkot,524 3 09 47 5 023,Dhurkot
Dibyapuri,524 3 09 47 5 012,Divyapuri
Dumkibas,524 3 09 47 5 026,Dumkibas
Gaidakot,524 3 09 47 5 013,Gaindakot
Gairami,524 3 09 47 5 056,Germi
GuthiParsauni,524 3 09 47 5 049,Guthiparsauni
Guthisuryapura,524 3 09 47 5 050,Guthisuryapura
Hakui,524 3 09 47 5 063,Hakui
Harpur,524 3 09 47 5 057,Harpur
Hupsekot,524 3 09 47 5 027,Hupsekot
Jahada,524 3 09 47 5 043,Jahada
Jamuniya,524 3 09 47 5 044,Jamuniya
Jaubari,524 3 09 47 5 021,Jaubari
Kawaswoti,524 3 09 47 5 036,Kawasoti
Kolhuwa,524 3 09 47 5 034,Kolhuwa
Kotathar,524 3 09 47 5 014,Kotthar
Kudiya,524 3 09 47 5 051,Kudiya
Kumarwarti,524 3 09 47 5 038,Kumarbarti
Kusma,524 3 09 47 5 058,Kusma
Mainaghat,524 3 09 47 5 028,Mainaghar
Makar,524 3 09 47 5 055,Makar
Manari,524 3 09 47 5 069,Manari
Mithukaram,524 3 09 47 5 019,Mithukaram
Mukundapur,524 3 09 47 5 015,Mukundapur
Naram,524 3 09 47 5 005,Naram
Narayani,524 3 09 47 5 029,Narayani
Narsahi,524 3 09 47 5 052,Narsahi
NayaBelhani,524 3 09 47 5 030,Nayabelhani
Pakalihawa,524 3 09 47 5 053,Paklihawa
Palhi,524 3 09 47 5 059,Palhi
Panchanagar,524 3 09 47 5 070,Panchanagar
Parsauni,524 3 09 47 5 031,Parsauni
Pithauli,524 3 09 47 5 006,Pithauli
Pragatinagar,524 3 09 47 5 007,Pragatinagar
Pratappur,524 3 09 47 5 054,Pratappur
Rajahar,524 3 09 47 5 016,Rajahar
Rakachuli,524 3 09 47 5 032,Rakachuli
Rakuwa,524 3 09 47 5 003,Rakuwa
Ramgram N.P.,524 3 09 47 3 001,Ramgram Municipality
Ramnagar,524 3 09 47 5 060,Ramnagar
RampurKhadauna,524 3 09 47 5 045,Rampurkhadauna
Rampurkha,524 3 09 47 5 071,Rampurwa
Ratanapur,524 3 09 47 5 017,Ratanpur
Royal Chitawan National Park,524 3 09 47 9 001,Royal Chitwan National Park
Ruchang,524 3 09 47 5 001,Ruchang
Rupauliya,524 3 09 47 5 024,Rupauliya
Sanai,524 3 09 47 5 065,Sanai
Sarawal,524 3 09 47 5 072,Sarawal
Shivmandir,524 3 09 47 5 008,Shivamandir
Somani,524 3 09 47 5 046,Somani
Sukrauli,524 3 09 47 5 066,Sukrauli
Sunwal,524 3 09 47 5 067,Sunwal
Swathi,524 3 09 47 5 064,Swathi
Tamasariya,524 3 09 47 5 033,Tamsariya
ThuloKhairatawa,524 3 09 47 5 047,Thulokhairatawa
Tilakpur,524 3 09 47 5 073,Tilakpur
Tribenisusta,524 3 09 47 5 039,Trivenisusta
UpalloArkhale,524 3 09 47 5 018,Upalloarkhale
Amuwa,524 3 09 48 5 023,Adarsha Amuwa
Aama,524 3 09 48 5 033,Ama
Aanandaban,524 3 09 48 5 016,Anandaban
Asurena,524 3 09 48 5 060,Asurena
Bagauli,524 3 09 48 5 061,Bagauli
Basantapur,524 3 09 48 5 014,Basantapur
Betakuiya,524 3 09 48 5 062,Betkuiya
Bagaha,524 3 09 48 5 013,Bhagaha
Bhagawanpur,524 3 09 48 5 034,Bhagamanpur
Bisunpura,524 3 09 48 5 047,Bisanpura
Bodabar,524 3 09 48 5 003,Bodabar
Bogadi,524 3 09 48 5 054,Bogadi
Butawal N.P.,524 3 09 48 3 002,Butawal Municipality
Chhipagada,524 3 09 48 5 004,Chhipagadh
ChhotakiRamnagar,524 3 09 48 5 005,Chhotkiramnagar
Chilhiya,524 3 09 48 5 017,Chilhiya
DayaNagar,524 3 09 48 5 040,Dayanagar
Devadaha,524 3 09 48 5 006,Devdaha
Dhakadhai,524 3 09 48 5 007,Dhakadhai
Dhamauli,524 3 09 48 5 041,Dhamauli
Dudharakchhe,524 3 09 48 5 048,Dudrakshya
Ekala,524 3 09 48 5 042,Ekala
Gajedi,524 3 09 48 5 049,Gajedi
Gangoliya,524 3 09 48 5 018,Gangobaliya
Gonaha,524 3 09 48 5 055,Gonaha
Harnaiya,524 3 09 48 5 025,Harnaiya
HatiBangai,524 3 09 48 5 052,Hattibanagai
HatiPharsatikar,524 3 09 48 5 020,Hattipharsatikar
Jogada,524 3 09 48 5 043,Jogada
Kamahariya,524 3 09 48 5 069,Kamhariya
Karahiya,524 3 09 48 5 001,Karahiya
Karauta,524 3 09 48 5 063,Karauta
Kerbani,524 3 09 48 5 008,Kerwani
KhadawaBangai,524 3 09 48 5 024,Khadwa Banagai
Khudabagar,524 3 09 48 5 035,Khudabagar
Lumbini,524 3 09 48 5 036,Lumbini
Lumbini Dev. Area,524 3 09 48 9 001,Lumbini Development Area
Madhbaliya,524 3 09 48 5 019,Madhawaliya
Madhuwani,524 3 09 48 5 037,Madhubani
Mainahiya,524 3 09 48 5 032,Mainihawa
Majhagawa,524 3 09 48 5 056,Majhagawa
Makrahar,524 3 09 48 5 002,Makrahar
ManMateriya,524 3 09 48 5 026,Manmateriya
ManPakadi,524 3 09 48 5 028,Manpakadi
Maryadpur,524 3 09 48 5 057,Maryadpur
Masina,524 3 09 48 5 044,Masina
Motipur,524 3 09 48 5 027,Motipur
Padsari,524 3 09 48 5 015,Padsari
Pajarkatti,524 3 09 48 5 009,Pajarkatti
PakadiSakron,524 3 09 48 5 058,Pakadisakron
Parroha,524 3 09 48 5 030,Parroha
Patekhouli,524 3 09 48 5 010,Patkhauli
Farena,524 3 09 48 5 064,Pharena
Pokharvindi,524 3 09 48 5 011,Pokharbhindi
Rayapur,524 3 09 48 5 066,Rayapur
Roinihawa,524 3 09 48 5 067,Rohinihawa
Rudrapur,524 3 09 48 5 050,Rudrapur
Sadi,524 3 09 48 5 045,Sadi
Saljhundi,524 3 09 48 5 051,Saljhundi
SourahaPharsatikar,524 3 09 48 5 029,Saurahapharsatikar
SameraMarchwar,524 3 09 48 5 059,Semara
Semalar,524 3 09 48 5 031,Semlar
ShankarNagar,524 3 09 48 5 021,Shankarnagar
Siddharth Nagar N.P.,524 3 09 48 3 001,Siddhartha Nagar Municipality
Sikatahan,524 3 09 48 5 012,Siktahan
Silautiya,524 3 09 48 5 068,Silautiya
Sipawa,524 3 09 48 5 038,Sipuha
Suryapura,524 3 09 48 5 046,Suryapura
Tenuhawa,524 3 09 48 5 039,Tenuhawa
ThumhawaPiprahawa,524 3 09 48 5 065,Thumha Piprahawa
Tikuligadh,524 3 09 48 5 022,Tikuligadh
Bairghat,524 3 09 48 5 053,Wayarghat
Ajigara,524 3 09 49 5 059,Ajigara
Abhirawa,524 3 09 49 5 013,Amirawa
Bahadurganj,524 3 09 49 5 060,Bahadurganj
Balaramwapur,524 3 09 49 5 041,Balarampur
Baluhawa,524 3 09 49 5 014,Baluhawa
Banganga,524 3 09 49 5 001,Banganga
Baskhaur,524 3 09 49 5 005,Banskhor
Barakulpur,524 3 09 49 5 049,Barkulpur
Basantapur,524 3 09 49 5 020,Basantapur
Bedauli,524 3 09 49 5 026,Bedauli
Bhagwanpur,524 3 09 49 5 069,Bhagwanpur
Malwar,524 3 09 49 5 057,Bhalawad
Bhalubari,524 3 09 49 5 043,Bhaluwari
Milmi,524 3 09 49 5 058,Bhilmi
VidhyaNagar,524 3 09 49 5 077,Bidyanagar
Bijuwa,524 3 09 49 5 015,Bijuwa
Baraipur,524 3 09 49 5 042,Birahipur
Birpur,524 3 09 49 5 061,Birpur
Bishunpur,524 3 09 49 5 062,Bisunpur
Budhi,524 3 09 49 5 050,Budhi
Chanai,524 3 09 49 5 063,Chanai
Dhankauli,524 3 09 49 5 051,Dhankauli
Dharmpaniya,524 3 09 49 5 035,Dharmapaniya
Dohani,524 3 09 49 5 036,Dohani
Dumara,524 3 09 49 5 016,Dumara
Dubiya,524 3 09 49 5 052,Duwiya
Gajehada,524 3 09 49 5 002,Gajehada
Ganeshpur,524 3 09 49 5 070,Ganeshpur
Gauri,524 3 09 49 5 021,Gauri
Gotihawa,524 3 09 49 5 022,Gotihawa
Gugauli,524 3 09 49 5 071,Gugauli
Haranampur,524 3 09 49 5 017,Haranampur
Harduona,524 3 09 49 5 037,Hardona
Hariharpur,524 3 09 49 5 053,Hariharpur
Hathausa,524 3 09 49 5 003,Hathausa
Hathihawa,524 3 09 49 5 007,Hathihawa
Jahadi,524 3 09 49 5 031,Jahadi
Jawabhari,524 3 09 49 5 064,Jawabhari
Jayanagar,524 3 09 49 5 046,Jayanagar
Kajarhawa,524 3 09 49 5 038,Kajarhawa
Kapilbastu N.P.,524 3 09 49 3 001,Kapilbastu Municipality
Khurhuriya,524 3 09 49 5 072,Khurhuriya
Kopawa,524 3 09 49 5 032,Kopuwa
KrishnaNagar,524 3 09 49 5 073,Krishnanagar
Kushhawa,524 3 09 49 5 039,Kusahawa
Labani,524 3 09 49 5 008,Labani
Lalpur,524 3 09 49 5 044,Lalpur
Maharajganj,524 3 09 49 5 045,Maharajganj
Mahendrakot,524 3 09 49 5 054,Mahendrakot
Mahuwa,524 3 09 49 5 055,Mahuwa
Manpur,524 3 09 49 5 023,Manpur
Motipur,524 3 09 49 5 033,Motipur
NandaNagar,524 3 09 49 5 009,Nandanagar
Nigalihawa,524 3 09 49 5 034,Niglihawa
Pakadi,524 3 09 49 5 010,Pakadi
Parsohiya,524 3 09 49 5 027,Parsohiya
Patariya,524 3 09 49 5 011,Patariya
Patna,524 3 09 49 5 012,Patna
Patthardaihiya,524 3 09 49 5 065,Patthardehiya
Fulika,524 3 09 49 5 004,Phulika
Pipara,524 3 09 49 5 018,Pipara
Bithuwa,524 3 09 49 5 006,Pithuwa
Purusottampur,524 3 09 49 5 066,Purushottampur
Rajpur,524 3 09 49 5 056,Rajpur
Ramnagar,524 3 09 49 5 074,Ramnagar
Rangapur,524 3 09 49 5 028,Rangapur
Sauraha,524 3 09 49 5 024,Sauraha
Shivagadhi,524 3 09 49 5 075,Shivagadhi
Shipanagar,524 3 09 49 5 067,Shivanagar
Shivapur,524 3 09 49 5 068,Shivapur
Singhkhor,524 3 09 49 5 029,Singhakhor
Sirsihawa,524 3 09 49 5 076,Sirsihawa
Sisawa,524 3 09 49 5 040,Sisawa
Somdiha,524 3 09 49 5 030,Somdiha
Thunhiya,524 3 09 49 5 047,Thunhiya
Tilaurakot,524 3 09 49 5 025,Tilaurakot
Titirkhi,524 3 09 49 5 019,Titirkhi
Udayapur,524 3 09 49 5 048,Udayapur
Adguri,524 3 09 50 5 020,Anguri
Argha,524 3 09 50 5 005,Argha
Arghatos,524 3 09 50 5 015,Arghatos
Asurkot,524 3 09 50 5 039,Asurkot
Bangi,524 3 09 50 5 014,Bagi
Balkot,524 3 09 50 5 001,Balkot
Bangla,524 3 09 50 5 004,Bangla
Bhagawati,524 3 09 50 5 016,Bhagawati
Chhatraganj,524 3 09 50 5 017,Chhatraganj
Chidika,524 3 09 50 5 002,Chidoka
Dhakawang,524 3 09 50 5 007,Dhakabang
Dhanchaur,524 3 09 50 5 034,Dhanchaur
Dharapani,524 3 09 50 5 008,Dharapani
Dhatiwang,524 3 09 50 5 029,Dhatibang
Dhikura,524 3 09 50 5 021,Dhikura
Dibharna,524 3 09 50 5 011,Dibharna
Gorkhunga,524 3 09 50 5 009,Gokhunga
Hansapur,524 3 09 50 5 010,Hansapur
Juluke,524 3 09 50 5 035,Jaluke
Jukena,524 3 09 50 5 036,Jukena
Kerunga,524 3 09 50 5 003,Kerunga
Khan,524 3 09 50 5 013,Khan
Khanchikot,524 3 09 50 5 022,Khanchikot
Khandaha,524 3 09 50 5 012,Khandaha
Khidim,524 3 09 50 5 025,Khidim
Khilji,524 3 09 50 5 040,Khilji
Keemadada,524 3 09 50 5 006,Kimdanda
Maidan,524 3 09 50 5 030,Maidan
Mareng,524 3 09 50 5 018,Mareng
Narapani,524 3 09 50 5 023,Narapani
Nuwakot,524 3 09 50 5 041,Nuwakot
Pali,524 3 09 50 5 024,Pali
Pathona,524 3 09 50 5 026,Panena
Pathauti,524 3 09 50 5 027,Patauti
Pokharathok,524 3 09 50 5 028,Pokharathok
Sandhikharka,524 3 09 50 5 042,Sandhikharka
Siddhara,524 3 09 50 5 037,Siddhara
Simalapani,524 3 09 50 5 032,Simalpani
Sitapur,524 3 09 50 5 031,Sitapur
Subarnakhal,524 3 09 50 5 033,Suwarnakhal
Thada,524 3 09 50 5 038,Thada
Thulapokhara,524 3 09 50 5 019,Thulopokhari
Aaglung,524 3 09 51 5 061,Aglung
AmarArbathok,524 3 09 51 5 043,Amar Arwathok
Amarpur,524 3 09 51 5 070,Amarpur
Apchaur,524 3 09 51 5 001,Ampchaur
Arbani,524 3 09 51 5 018,Arbani
Arje,524 3 09 51 5 071,Arje
Arkhawang,524 3 09 51 5 062,Arkhabang
Arkhale,524 3 09 51 5 026,Arkhale
Arlangkot,524 3 09 51 5 002,Arlangkot
Aslewa,524 3 09 51 5 010,Aslewa
Badagaun,524 3 09 51 5 027,Badagaun
Baletaksar,524 3 09 51 5 034,Baletaksar
Balithum,524 3 09 51 5 028,Balithum
Bamgha,524 3 09 51 5 035,Bamgha
Wamitaksar,524 3 09 51 5 033,Bamitaksar
Bajhketeria,524 3 09 51 5 063,Banjhkateri
DhurkotBastu,524 3 09 51 5 053,Bastu
DhurkotBhanbhane,524 3 09 51 5 054,Bhanbane
Bharse,524 3 09 51 5 011,Bharse
Bhurtung,524 3 09 51 5 019,Bhurtung
Birbas,524 3 09 51 5 044,Birbas
Bisukharka,524 3 09 51 5 003,Bisukharka
Chhapahile,524 3 09 51 5 072,Chhaphile
DarbarDevisthan,524 3 09 51 5 045,Darbardevisthan
Dalamchaur,524 3 09 51 5 073,Darlamchaur
Darling,524 3 09 51 5 074,Darling
Daungha,524 3 09 51 5 046,Daugha
Dhamir,524 3 09 51 5 076,Dhamir
DhurkotRajasthal,524 3 09 51 5 055,Dhurkot Rajasthal
Dirbung,524 3 09 51 5 004,Dibrung
Digam,524 3 09 51 5 036,Digam
Dohali,524 3 09 51 5 075,Dohali
Dubichaur,524 3 09 51 5 047,Dubichaur
Gaidakot,524 3 09 51 5 048,Gaindakot
Gwadha,524 3 09 51 5 020,Gwadha
Gwadi,524 3 09 51 5 037,Gwadi
Hadahade,524 3 09 51 5 056,Hadhade
Hardineta,524 3 09 51 5 049,Hardineta
Harewa,524 3 09 51 5 005,Harewa
Harmichaur,524 3 09 51 5 021,Harmichaur
Harrachaur,524 3 09 51 5 006,Harrachaur
Hansara,524 3 09 51 5 012,Hasara
Hastichaur,524 3 09 51 5 052,Hastichaur
Hunga,524 3 09 51 5 038,Hunga
Hawangdi,524 3 09 51 5 065,Hwangdi
IsmaRajasthal,524 3 09 51 5 077,Ismarajasthal
Johang,524 3 09 51 5 013,Jahang
Jaisithok,524 3 09 51 5 057,Jaisithok
Jayakhani,524 3 09 51 5 022,Jayakhani
Juvung,524 3 09 51 5 029,Jubhung
Juniya,524 3 09 51 5 014,Juniya
Khadgakot,524 3 09 51 5 023,Khadgakot
Kharjyang,524 3 09 51 5 050,Kharjyang
Kurgha,524 3 09 51 5 007,Kurgha
Limgha,524 3 09 51 5 015,Limgha
Malagiri,524 3 09 51 5 066,Malayagiri
Marbhung,524 3 09 51 5 067,Maramung
Musikot,524 3 09 51 5 030,Musikot
MyalPokhari,524 3 09 51 5 068,Myal Pokhari
DhurkotNayagaun,524 3 09 51 5 058,Nayagaun
Neta,524 3 09 51 5 078,Neta
Pallikot,524 3 09 51 5 039,Pallakot
Paralmi,524 3 09 51 5 031,Paralmi
PauchhiAmarayee,524 3 09 51 5 079,Paudi Amarado
Foksing,524 3 09 51 5 024,Phoksing
Pipaldhara,524 3 09 51 5 059,Pipaldhara
PurkotDaha,524 3 09 51 5 064,Purkotdaha
Purtighat,524 3 09 51 5 025,Purtighat
Reseunga Forest,524 3 09 51 9 001,Resunga Forest
Reemuwa,524 3 09 51 5 040,Ripuwa
Rupakot,524 3 09 51 5 016,Rupakot
Ruru,524 3 09 51 5 041,Ruru
Shantipur,524 3 09 51 5 008,Santipur
Simichaur,524 3 09 51 5 051,Simichaur
Sirseni,524 3 09 51 5 069,Sirseni
Tamghas,524 3 09 51 5 032,Tamghas
Thanpati,524 3 09 51 5 042,Thanpati
ThuloLumpek,524 3 09 51 5 017,Thulo Lumpek
Turang,524 3 09 51 5 009,Turang
Wagla,524 3 09 51 5 060,Wagla
AathbisDanda,524 4 10 52 5 036,Aathbisdandagaun
AathbisKot,524 4 10 52 5 037,Aathbiskot
Arma,524 4 10 52 5 032,Arma
Baflikot,524 4 10 52 5 041,Baphikot
Bhalakacha,524 4 10 52 5 003,Bhalakcha
Chhiwang,524 4 10 52 5 029,Chhiwang Peudha
Chokhawang,524 4 10 52 5 007,Chokhawang
Chaurjahari (Bijayashwari),524 4 10 52 5 024,Chourjahari
Chunwang,524 4 10 52 5 008,Chunwang
Duli,524 4 10 52 5 039,Duli
Garayala,524 4 10 52 5 034,Garayala
Ghetma,524 4 10 52 5 035,Dhetma
Gautamkot,524 4 10 52 5 043,Gotamkot
Hukam,524 4 10 52 5 022,Hukam
Jang,524 4 10 52 5 031,Jang
Jhula,524 4 10 52 5 040,Jhula
Kankri,524 4 10 52 5 019,Kakri
Kanda,524 4 10 52 5 016,Kanda
Khara,524 4 10 52 5 001,Khara
Kholagaun,524 4 10 52 5 027,Kholagaun
Kol,524 4 10 52 5 020,Kol
Kotjahari,524 4 10 52 5 025,Kotjahari
Magma,524 4 10 52 5 038,Magma
Mahat,524 4 10 52 5 018,Mahatgaun
Morawang,524 4 10 52 5 017,Marwang
Muru,524 4 10 52 5 030,Muru
MusikotKhalanga,524 4 10 52 5 004,Musikot
Nuwakot,524 4 10 52 5 028,Nuwakot
Pyaugha,524 4 10 52 5 014,Peudha
Pipal,524 4 10 52 5 011,Pipal
Pokhara,524 4 10 52 5 010,Pokhara
PurtimKanda,524 4 10 52 5 026,Purtimdanda
Pwang,524 4 10 52 5 012,Pwang
Ranmamaikot,524 4 10 52 5 023,Ranmamaikot
Rangsi,524 4 10 52 5 015,Ransi
Rugha,524 4 10 52 5 002,Rugha
Sankha,524 4 10 52 5 006,Sankh
Sobha,524 4 10 52 5 009,Shova
Simli,524 4 10 52 5 033,Simli
Sisne,524 4 10 52 5 013,Sisne
Syalagadi,524 4 10 52 5 042,Syalakhadhi
Syalapakha,524 4 10 52 5 005,Syalpakha
Taksera,524 4 10 52 5 021,Taksera
Badagaun,524 4 10 53 5 009,Badagaun
BajhKanda,524 4 10 53 5 014,Bajhkanda
Bame,524 4 10 53 5 019,Bangadbame
Bhalchaur,524 4 10 53 5 010,Bhalchaur
Chandekareni,524 4 10 53 5 001,Chad Kareni
Chhayachhetra,524 4 10 53 5 027,Chhayakshetra
Damachaur,524 4 10 53 5 028,Damachaur
Dandagaun,524 4 10 53 5 002,Dandagaun
Darmakot,524 4 10 53 5 011,Darmakot
Devsthal,524 4 10 53 5 020,Devsthal
Dhakadam,524 4 10 53 5 012,Dhakadam
Dhanwang,524 4 10 53 5 042,Dhanbang
Dhanjaripipal,524 4 10 53 5 021,Dhanjaripipal
Hiwalcha,524 4 10 53 5 037,Hiwalcha
Jimali,524 4 10 53 5 015,Jimali
Kavra,524 4 10 53 5 038,Kabhra
Kabhrechaur,524 4 10 53 5 032,Kabhrechaur
Kajeri,524 4 10 53 5 003,Kajeri
Kalagaun,524 4 10 53 5 013,Kalagaun
KalimatiKalche,524 4 10 53 5 033,Kalimati Kalche
KalimatiRampur,524 4 10 53 5 034,Kalimati Rampur
Karagithi,524 4 10 53 5 039,Karagithi
Khalanga,524 4 10 53 5 024,Khalanga
KorbangJhimpe,524 4 10 53 5 029,Korbangjhimpe
Kotbara,524 4 10 53 5 005,Kotbara
Kotmola,524 4 10 53 5 006,Kotmola
Kubhindedaha,524 4 10 53 5 025,Kubhindedaha
Laxmipur,524 4 10 53 5 040,Lakshmipur
Lekhpokhara,524 4 10 53 5 030,Lekpokhara
Majhkanda,524 4 10 53 5 035,Majhkanda
Marke,524 4 10 53 5 041,Marke
Marmaparikanda,524 4 10 53 5 016,Marmaparikanda
Mulkhola,524 4 10 53 5 022,Mulkhola
Nigalchula,524 4 10 53 5 036,Nigalchuli
Phalawang,524 4 10 53 5 043,Phalabang
Pipalneta,524 4 10 53 5 007,Pipalneta
Rim,524 4 10 53 5 044,Rim
SarpaniGarpa,524 4 10 53 5 045,Sarpani
SaijuwalTakura,524 4 10 53 5 026,Sejuwal Takura
Shivarath,524 4 10 53 5 008,Shivarath
Siddheswari,524 4 10 53 5 017,Siddheshwari
Sinbang,524 4 10 53 5 046,Sinbang
Suikot,524 4 10 53 5 023,Suikot
Syanikhal,524 4 10 53 5 031,Syanikhal
Tharmare,524 4 10 53 5 018,Tharmare
Tribeni,524 4 10 53 5 047,Triveni
Bafukhola,524 4 10 53 5 004,Waphukhola
Aresh,524 4 10 54 5 005,Ares
Wadachaur,524 4 10 54 5 008,Badachour
Bhawang,524 4 10 54 5 042,Bhawang
Budagaun,524 4 10 54 5 033,Budhagaun
Dhawang,524 4 10 54 5 014,Dhawang
Dubidanda,524 4 10 54 5 027,Dubidanda
Dubaring,524 4 10 54 5 026,Dubring
Gairigaun,524 4 10 54 5 032,Gairigaun
Gajul,524 4 10 54 5 011,Gajul
Gaam,524 4 10 54 5 020,Gam
GhartiGaun,524 4 10 54 5 038,Ghartigaun
Ghodagaun,524 4 10 54 5 003,Ghodagaun
Gumchal,524 4 10 54 5 023,Gumchal
Harjang,524 4 10 54 5 022,Harjung
Whama,524 4 10 54 5 015,Hwama
Eriwang,524 4 10 54 5 046,Iriwang
Jailwang,524 4 10 54 5 017,Jailwang
Jaimakasala,524 4 10 54 5 016,Jaimakasala
JauliPokhari,524 4 10 54 5 002,Jalipokhari
Jankot,524 4 10 54 5 036,Jankot
Jedwang,524 4 10 54 5 007,Jedwang
Jhenam,524 4 10 54 5 029,Jhenam
Jinawang,524 4 10 54 5 040,Jinawang
Jungar,524 4 10 54 5 034,Jugar
Kareti,524 4 10 54 5 031,Kareti
Khungri,524 4 10 54 5 004,Khangari
Khumel,524 4 10 54 5 010,Khumel
Korchawang,524 4 10 54 5 037,Korchawang
Kotgaun,524 4 10 54 5 035,Kotgaun
Kureli,524 4 10 54 5 049,Kureli
Liwang,524 4 10 54 5 012,Liwang
Masina,524 4 10 54 5 001,Masina
Mijhing,524 4 10 54 5 009,Mijhing
Bhirul,524 4 10 54 5 050,Mirul
Nuwagaun,524 4 10 54 5 030,Nuwagaun
Pachhawang,524 4 10 54 5 047,Pachawang
Pakhapani,524 4 10 54 5 045,Pakhapani
Pang,524 4 10 54 5 024,Pang
Fagaam,524 4 10 54 5 013,Phagam
Rank,524 4 10 54 5 044,Raku
Rangkot,524 4 10 54 5 048,Rangkot
Rangsi,524 4 10 54 5 043,Rangsi
Sakhi,524 4 10 54 5 028,Sakhi
Seram,524 4 10 54 5 019,Seram
Sirpa,524 4 10 54 5 025,Shirp
Siuri,524 4 10 54 5 021,Siuri
Talawang,524 4 10 54 5 041,Talwang
Tewang,524 4 10 54 5 006,Tawang
Thawang,524 4 10 54 5 051,Thwang
Uwa,524 4 10 54 5 018,Uba
Wot,524 4 10 54 5 039,Ot
Arkha,524 4 10 55 5 041,Arkha
Badikot,524 4 10 55 5 048,Badikot
Wangemarot,524 4 10 55 5 049,Bangemarot
Bangesal,524 4 10 55 5 001,Bangesal
Barjiwang,524 4 10 55 5 019,Barjibang
Baraula,524 4 10 55 5 004,Barola
Belwaspur,524 4 10 55 5 024,Belbas
Bhingri,524 4 10 55 5 023,Bhingri
BijayaNagar,524 4 10 55 5 017,Bijaynagar
Bijubar,524 4 10 55 5 029,Bijubar
Bijuli,524 4 10 55 5 005,Bijuli
Chuja,524 4 10 55 5 026,Chuja
Damri,524 4 10 55 5 037,Damri
Dangwang,524 4 10 55 5 003,Dangwang
Dakhanwadi,524 4 10 55 5 016,Darwakawadi
Dharmawati,524 4 10 55 5 033,Dharamawati
Dharampani,524 4 10 55 5 027,Dharampani
Dungegadi,524 4 10 55 5 009,Dhungegadhi
Dhuwang,524 4 10 55 5 008,Dhuwang
Gothiwang,524 4 10 55 5 020,Gothiwang
Hansapur,524 4 10 55 5 002,Hanspur
Jumrikanda,524 4 10 55 5 018,Jumrikanda
PythanKhalanga,524 4 10 55 5 028,Khalanga
Khawang,524 4 10 55 5 042,Khawang
Khaira,524 4 10 55 5 013,Khera
Khung,524 4 10 55 5 045,Khung
Kochiwang,524 4 10 55 5 021,Kochiwang
Liwang,524 4 10 55 5 044,Libang
Ligha,524 4 10 55 5 038,Ligha
Lung,524 4 10 55 5 036,Lung
Majhakot,524 4 10 55 5 032,Majhkot
Maranthana,524 4 10 55 5 030,Maranthana
Markawang,524 4 10 55 5 010,Markawang
Narikot,524 4 10 55 5 046,Narikot
NayaGaun,524 4 10 55 5 015,Nayagaun
Okharkot,524 4 10 55 5 047,Okharkot
Pakala,524 4 10 55 5 006,Pakala
Phopli,524 4 10 55 5 035,Phopli
Puja,524 4 10 55 5 043,Puja
Rajbara,524 4 10 55 5 040,Rajwara
Ramdi,524 4 10 55 5 012,Ramdi
RuspurKot,524 4 10 55 5 007,Rasapukot
Sari,524 4 10 55 5 025,Sari
Syauliwang,524 4 10 55 5 039,Sayueliwang
Swargadwarikhal,524 4 10 55 5 022,Swargadwari
Tiram,524 4 10 55 5 011,Tiram
Torwang,524 4 10 55 5 031,Torwang
Tusara,524 4 10 55 5 034,Tusara
Dhobaghat(UdayapurKot),524 4 10 55 5 014,Udayapurkot
Baghmare,524 4 10 56 5 035,Baghmare
Bela,524 4 10 56 5 010,Bela
Bijauri,524 4 10 56 5 027,Bijauri
Chaulahi,524 4 10 56 5 005,Chaulahi
Dhanauri,524 4 10 56 5 032,Dhanauri
Dharna,524 4 10 56 5 002,Dharna
Dhikpur,524 4 10 56 5 024,Dhikpur
Duruwa,524 4 10 56 5 026,Duruwa
Gadhawa,524 4 10 56 5 011,Gadawa
Gangapraspur,524 4 10 56 5 012,Gangaparaspur
Gobardiya,524 4 10 56 5 006,Gobardiha
Goltakuri,524 4 10 56 5 033,Goltakuri
Halwar,524 4 10 56 5 038,Haluwar
Hansipur,524 4 10 56 5 003,Hansipur
Hapur,524 4 10 56 5 022,Hapur
Hekuli,524 4 10 56 5 031,Hekuli
Kabhre,524 4 10 56 5 017,Kabhre
Koilabas,524 4 10 56 5 013,Koilabas
Laxmipur,524 4 10 56 5 020,Lakshmipur
Lalmatiya,524 4 10 56 5 004,Lalmatiya
Loharpani,524 4 10 56 5 016,Loharpani
Manpur,524 4 10 56 5 025,Manpur
Narayanpur,524 4 10 56 5 023,Narayanpur
Panchakule,524 4 10 56 5 034,Panchakule
PawanNagar,524 4 10 56 5 030,Pawannagar
Phulbari,524 4 10 56 5 015,Phulbari
Purandhara,524 4 10 56 5 036,Purandhara
Rajpur,524 4 10 56 5 014,Rajpur
Rampur,524 4 10 56 5 001,Rampur
Saidha,524 4 10 56 5 019,Saigha
Satbariya,524 4 10 56 5 007,Satabariya
Saudiyar,524 4 10 56 5 021,Saudiyar
Shantinagar,524 4 10 56 5 029,Shantinagar
Shreegaun,524 4 10 56 5 039,Shrigaun
Sisahaniya,524 4 10 56 5 008,Sisahaniya
Sonpur,524 4 10 56 5 009,Sonpur
Syuja,524 4 10 56 5 018,Siyaja
