p_code,hlcit,vdc
F-SET-69-055,524 5 13 69 5 014,Patalkot
F-SET-69-056,524 5 13 69 5 005,Payal
F-SET-69-057,524 5 13 69 5 058,Pulletaula
F-SET-69-058,524 5 13 69 5 065,Rahaph
F-SET-69-059,524 5 13 69 5 048,Ramarosan
F-SET-69-060,524 5 13 69 5 066,Raniban
F-SET-69-061,524 5 13 69 5 027,Ridikot
F-SET-69-062,524 5 13 69 5 022,Rishidaha
F-SET-69-063,524 5 13 69 5 046,Santada
F-SET-69-064,524 5 13 69 5 050,Sera
F-SET-69-065,524 5 13 69 5 015,Siddheshwar
F-SET-69-066,524 5 13 69 5 006,Syudi
F-SET-69-067,524 5 13 69 5 007,Saukat
F-SET-69-068,524 5 13 69 5 047,Sutar
F-SET-69-069,524 5 13 69 5 024,Thanti
F-SET-69-070,524 5 13 69 5 040,Timilsain
F-SET-69-071,524 5 13 69 5 059,Tauli
F-SET-69-072,524 5 13 69 5 067,Tosi
F-SET-69-073,524 5 13 69 5 068,Turmakhad
F-SET-69-074,524 5 13 69 5 069,Balanta
F-SET-69-075,524 5 13 69 5 051,Barla
F-SET-69-076,524 5 13 69 9 001,Khaptad National Park
F-SET-70-001,524 5 13 70 5 015,Banjhkakani
F-SET-70-002,524 5 13 70 5 022,Banlek
F-SET-70-003,524 5 13 70 5 037,Barchhain
F-SET-70-004,524 5 13 70 5 026,Basudevi
F-SET-70-005,524 5 13 70 5 048,Bhumirajmadaun
F-SET-70-006,524 5 13 70 5 042,Chamarachautara
F-SET-70-007,524 5 13 70 5 010,Chhapali
F-SET-70-008,524 5 13 70 5 031,Chhatiwan
F-SET-70-009,524 5 13 70 5 017,Dahakalikasthan
F-SET-70-010,524 5 13 70 5 011,Daud
F-SET-70-011,524 5 13 70 5 038,Dhanglagaun
F-SET-70-012,524 5 13 70 5 043,Dhirkamadaun
F-SET-70-013,524 5 13 70 3 001,Dipayal Silgadhi Municipality
F-SET-70-014,524 5 13 70 5 049,Durgamadaun
F-SET-70-015,524 5 13 70 5 032,Gadsera
F-SET-70-016,524 5 13 70 5 044,Gaguda
F-SET-70-017,524 5 13 70 5 003,Gairagaun
F-SET-70-018,524 5 13 70 5 004,Gajari
F-SET-70-019,524 5 13 70 5 033,Ghanteshwar
F-SET-70-020,524 5 13 70 5 012,Girichauka
F-SET-70-021,524 5 13 70 5 023,Jijodamadaun
F-SET-70-022,524 5 13 70 5 005,Kadamadaun
F-SET-70-023,524 5 13 70 5 001,Kalena
F-SET-70-024,524 5 13 70 5 018,Kalikasthan
F-SET-70-025,524 5 13 70 5 045,Kanachaur
F-SET-70-026,524 5 13 70 5 050,Kaphalleki
F-SET-70-027,524 5 13 70 5 046,Kedar Akhada
F-SET-70-028,524 5 13 70 5 013,Khatiwada
F-SET-70-029,524 5 13 70 5 006,Khirsain
F-SET-70-030,524 5 13 70 5 002,Ladagada
F-SET-70-031,524 5 13 70 5 019,Lamikhal
F-SET-70-032,524 5 13 70 5 039,Lana Kedareshwar
F-SET-70-033,524 5 13 70 5 024,Latamadaun
F-SET-70-034,524 5 13 70 5 034,Laxminagar
F-SET-70-035,524 5 13 70 5 020,Mahadevsthan
F-SET-70-036,524 5 13 70 5 040,Mannakapadi
F-SET-70-037,524 5 13 70 5 028,Mudbhara
F-SET-70-038,524 5 13 70 5 029,Mudegaun
F-SET-70-039,524 5 13 70 5 035,Nirauli
F-SET-70-040,524 5 13 70 5 030,Pachnali
F-SET-70-041,524 5 13 70 5 007,Pokhari
F-SET-70-042,524 5 13 70 5 025,Ranagaun
F-SET-70-043,524 5 13 70 5 008,Sanagaun
F-SET-70-044,524 5 13 70 5 036,Saraswatinagar
F-SET-70-045,524 5 13 70 5 047,Sataphari
F-SET-70-046,524 5 13 70 5 041,Simchaur
F-SET-70-047,524 5 13 70 5 021,Tijali
F-SET-70-048,524 5 13 70 5 027,Tikhatar
F-SET-70-049,524 5 13 70 5 014,Toleni
F-SET-70-050,524 5 13 70 5 009,Baglek
F-SET-70-051,524 5 13 70 5 016,Barpata
F-SET-70-052,524 5 13 70 9 001,Khaptad National Park
F-SET-71-001,524 5 13 71 5 009,Baliya
F-SET-71-002,524 5 13 71 5 023,Basauti
F-SET-71-003,524 5 13 71 5 032,Beladevipur
F-SET-71-004,524 5 13 71 5 014,Bhajani
F-SET-71-005,524 5 13 71 5 017,Bauniya
F-SET-71-006,524 5 13 71 5 010,Chuha
F-SET-71-007,524 5 13 71 5 040,Chaumala
F-SET-71-008,524 5 13 71 5 001,Dhansinghapur
F-SET-71-009,524 5 13 71 5 024,Darakh
F-SET-71-010,524 5 13 71 3 001,Dhangadhi Municipality
F-SET-71-011,524 5 13 71 5 011,Dododhara
F-SET-71-012,524 5 13 71 5 004,Durgauli
F-SET-71-013,524 5 13 71 5 041,Gadariya
F-SET-71-014,524 5 13 71 5 033,Geta
F-SET-71-015,524 5 13 71 5 036,Godawari
F-SET-71-016,524 5 13 71 5 022,Hasuliya
F-SET-71-017,524 5 13 71 5 006,Janakinagar
F-SET-71-018,524 5 13 71 5 016,Joshipur
F-SET-71-019,524 5 13 71 5 018,Khailad
F-SET-71-020,524 5 13 71 5 039,Khairala
F-SET-71-021,524 5 13 71 5 008,Kota Tulsipur
F-SET-71-022,524 5 13 71 5 013,Lalbojhi
F-SET-71-023,524 5 13 71 5 035,Malakheti
F-SET-71-024,524 5 13 71 5 026,Masuriya
F-SET-71-025,524 5 13 71 5 028,Mohanyal
F-SET-71-026,524 5 13 71 5 003,Munuwa
F-SET-71-027,524 5 13 71 5 002,Narayanpur
F-SET-71-028,524 5 13 71 5 038,Nigali
F-SET-71-029,524 5 13 71 5 019,Pahalmanpur
F-SET-71-030,524 5 13 71 5 029,Pandaun
F-SET-71-031,524 5 13 71 5 005,Pathariya
F-SET-71-032,524 5 13 71 5 021,Pabera
F-SET-71-033,524 5 13 71 5 030,Phulbari
F-SET-71-034,524 5 13 71 5 007,Pratappur
F-SET-71-035,524 5 13 71 5 027,Ramshikharjhala
F-SET-71-036,524 5 13 71 5 020,Ratanpur
F-SET-71-037,524 5 13 71 5 025,Sandepani
F-SET-71-038,524 5 13 71 5 037,Sahajpur
F-SET-71-039,524 5 13 71 5 034,Shripur
F-SET-71-040,524 5 13 71 5 012,Sugurkhal
F-SET-71-041,524 5 13 71 5 015,Thapapur
F-SET-71-042,524 5 13 71 3 002,Tikapur Municipality
F-SET-71-043,524 5 13 71 5 042,Udasipur
F-SET-71-044,524 5 13 71 5 031,Urme
M-BHE-57-001,524 4 11 57 5 040,Bageshwari
M-BHE-57-002,524 4 11 57 5 029,Bankatwa
M-BHE-57-003,524 4 11 57 5 044,Banakatti
M-BHE-57-004,524 4 11 57 5 028,Basudevpur
M-BHE-57-005,524 4 11 57 5 016,Baijapur
M-BHE-57-006,524 4 11 57 5 038,Belahari
M-BHE-57-007,524 4 11 57 5 033,Belbhar
M-BHE-57-008,524 4 11 57 5 020,Betahani
M-BHE-57-009,524 4 11 57 5 023,Bhawaniyapur
M-BHE-57-010,524 4 11 57 5 015,Binauna
M-BHE-57-011,524 4 11 57 5 046,Chisapani
M-BHE-57-012,524 4 11 57 5 006,Ganapur
M-BHE-57-013,524 4 11 57 5 018,Gangapur
M-BHE-57-014,524 4 11 57 5 021,Hirminiya
M-BHE-57-015,524 4 11 57 5 019,Holiya
M-BHE-57-016,524 4 11 57 5 034,Indrapur
M-BHE-57-017,524 4 11 57 5 030,Jaispur
M-BHE-57-018,524 4 11 57 5 003,Kalaphat
M-BHE-57-019,524 4 11 57 5 008,Kamdi
M-BHE-57-020,524 4 11 57 5 014,Kachanapur
M-BHE-57-021,524 4 11 57 5 001,Katkuiya
M-BHE-57-022,524 4 11 57 5 037,Khajurakhurda
M-BHE-57-023,524 4 11 57 5 027,Kaskarkando
M-BHE-57-024,524 4 11 57 5 017,Khaskushma
M-BHE-57-025,524 4 11 57 5 012,Kohalpur
M-BHE-57-026,524 4 11 57 5 002,Lakshmanpur
M-BHE-57-027,524 4 11 57 5 013,Mahadevpuri
M-BHE-57-028,524 4 11 57 5 009,Manikapur
M-BHE-57-029,524 4 11 57 5 005,Matehiya
M-BHE-57-030,524 4 11 57 5 004,Narenapur
M-BHE-57-031,524 4 11 57 5 045,Naubasta
M-BHE-57-032,524 4 11 57 3 001,Nepalgunj Municipality
M-BHE-57-033,524 4 11 57 5 032,Paraspur
M-BHE-57-034,524 4 11 57 5 007,Phattepur
M-BHE-57-035,524 4 11 57 5 022,Piprahawa
M-BHE-57-036,524 4 11 57 5 025,Puraina
M-BHE-57-037,524 4 11 57 5 026,Puraini
M-BHE-57-038,524 4 11 57 5 035,Radhapur
M-BHE-57-039,524 4 11 57 5 011,Rajhena
M-BHE-57-040,524 4 11 57 5 042,Raniyapur
M-BHE-57-041,524 4 11 57 5 031,Saigaun
M-BHE-57-042,524 4 11 57 5 010,Samserganj
M-BHE-57-043,524 4 11 57 5 036,Sitapur
M-BHE-57-044,524 4 11 57 5 041,Sounpur
M-BHE-57-045,524 4 11 57 5 043,Titihiriya
M-BHE-57-046,524 4 11 57 5 039,Udarapur
M-BHE-57-047,524 4 11 57 5 024,Udayapur
M-BHE-58-001,524 4 11 58 5 020,Badalpur
M-BHE-58-002,524 4 11 58 5 030,Bagnaha
M-BHE-58-003,524 4 11 58 5 014,Baniyabhar
M-BHE-58-004,524 4 11 58 5 009,Belawa
M-BHE-58-005,524 4 11 58 5 018,Bhimapur
M-BHE-58-006,524 4 11 58 5 023,Daulatpur
M-BHE-58-007,524 4 11 58 5 006,Deudakla
M-BHE-58-008,524 4 11 58 5 008,Dhadhawar
M-BHE-58-009,524 4 11 58 5 015,Dhodari
M-BHE-58-010,524 4 11 58 5 026,Gola
M-BHE-58-011,524 4 11 58 3 001,Gulariya Municipality
M-BHE-58-012,524 4 11 58 5 001,Jamuni
M-BHE-58-013,524 4 11 58 5 002,Kalika
M-BHE-58-014,524 4 11 58 5 016,Khairichandanpur
M-BHE-58-015,524 4 11 58 5 007,Magaragadhi
M-BHE-58-016,524 4 11 58 5 010,Mahamadpur
M-BHE-58-017,524 4 11 58 5 021,Manau
M-BHE-58-018,524 4 11 58 5 003,Mainapokhar
M-BHE-58-019,524 4 11 58 5 017,Manpurtapara
M-BHE-58-020,524 4 11 58 5 005,Motipur
M-BHE-58-021,524 4 11 58 5 022,Nayagaun
M-BHE-58-022,524 4 11 58 5 028,Neulapur
M-BHE-58-023,524 4 11 58 5 012,Padanaha
M-BHE-58-024,524 4 11 58 5 024,Pashupatinagar
M-BHE-58-025,524 4 11 58 5 025,Patabhar
M-BHE-58-026,524 4 11 58 5 019,Rajapur
M-BHE-58-027,524 4 11 58 5 013,Sanoshri
M-BHE-58-028,524 4 11 58 5 027,Shivapur
M-BHE-58-029,524 4 11 58 5 004,Sorhawa
M-BHE-58-030,524 4 11 58 5 031,Suryapatuwa
M-BHE-58-031,524 4 11 58 5 011,Taratal
M-BHE-58-032,524 4 11 58 5 029,Thakurdwara
M-BHE-58-033,524 4 11 58 9 001,Royal Bardiya National Park
M-BHE-59-001,524 4 11 59 5 017,Agrigaun
M-BHE-59-002,524 4 11 59 5 012,Awalching
M-BHE-59-003,524 4 11 59 5 041,Babiyachur
M-BHE-59-004,524 4 11 59 5 018,Bajedichaur
M-BHE-59-005,524 4 11 59 5 034,Betam
M-BHE-59-006,524 4 11 59 5 039,Vidyapur
M-BHE-59-007,524 4 11 59 5 035,Bijora
M-BHE-59-008,524 4 11 59 3 001,Birendranagar Municipality
M-BHE-59-009,524 4 11 59 5 040,Chhapre
M-BHE-59-010,524 4 11 59 5 002,Chhinchu
M-BHE-59-011,524 4 11 59 5 024,Dahachaur
M-BHE-59-012,524 4 11 59 5 022,Dandakhali
M-BHE-59-013,524 4 11 59 5 004,Dasharathpur
M-BHE-59-014,524 4 11 59 5 027,Dharapani
M-BHE-59-015,524 4 11 59 5 045,Gadhi
M-BHE-59-016,524 4 11 59 5 010,Garpan
M-BHE-59-017,524 4 11 59 5 037,Ghatgaun
M-BHE-59-018,524 4 11 59 5 015,Ghoreta
M-BHE-59-019,524 4 11 59 5 026,Ghumkhahare
M-BHE-59-020,524 4 11 59 5 025,Gumi
M-BHE-59-021,524 4 11 59 5 036,Guthu
M-BHE-59-022,524 4 11 59 5 048,Hariharpur
M-BHE-59-023,524 4 11 59 5 050,Jarbuta
M-BHE-59-024,524 4 11 59 5 016,Kaphal Kot
M-BHE-59-025,524 4 11 59 5 005,Kalyanpur
M-BHE-59-026,524 4 11 59 5 023,Kaprichaur
M-BHE-59-027,524 4 11 59 5 020,Khanikhola
M-BHE-59-028,524 4 11 59 5 044,Kunathari
M-BHE-59-029,524 4 11 59 5 033,Lagam
M-BHE-59-030,524 4 11 59 5 030,Latikoili
M-BHE-59-031,524 4 11 59 5 007,Lekhpharsa
M-BHE-59-032,524 4 11 59 5 046,Lekgaun
M-BHE-59-033,524 4 11 59 5 001,Lekhparajul
M-BHE-59-034,524 4 11 59 5 028,Maintara
M-BHE-59-035,524 4 11 59 5 032,Malarani
M-BHE-59-036,524 4 11 59 5 013,Matela
M-BHE-59-037,524 4 11 59 5 029,Mehelkuna
M-BHE-59-038,524 4 11 59 5 006,Neta
M-BHE-59-039,524 4 11 59 5 011,Pamka
M-BHE-59-040,524 4 11 59 5 043,Pokharikanda
M-BHE-59-041,524 4 11 59 5 019,Rajena
M-BHE-59-042,524 4 11 59 5 021,Rakam
M-BHE-59-043,524 4 11 59 5 003,Ramghat
M-BHE-59-044,524 4 11 59 5 014,Ranibas
M-BHE-59-045,524 4 11 59 5 009,Ratudevistan
M-BHE-59-046,524 4 11 59 5 031,Sahare
M-BHE-59-047,524 4 11 59 5 042,Salkot
M-BHE-59-048,524 4 11 59 5 008,Satakhani
M-BHE-59-049,524 4 11 59 5 047,Taranga Ghat
M-BHE-59-050,524 4 11 59 5 038,Tatopani
M-BHE-59-051,524 4 11 59 5 049,Uttarganga
M-BHE-60-001,524 4 11 61 5 007,Awalparajul
M-BHE-60-002,524 4 11 61 5 024,Badakhola
M-BHE-60-003,524 4 11 61 5 011,Badabhairav
M-BHE-60-004,524 4 11 61 5 040,Badalamji
M-BHE-60-005,524 4 11 61 5 030,Baluwatar
M-BHE-60-006,524 4 11 61 5 026,Basi
M-BHE-60-007,524 4 11 61 5 002,Baraha
M-BHE-60-008,524 4 11 61 5 009,Belpata
M-BHE-60-009,524 4 11 61 5 029,Bhawani
M-BHE-60-010,524 4 11 61 5 018,Bindhyabasini
M-BHE-60-011,524 4 11 61 5 047,Bisalla
M-BHE-60-012,524 4 11 61 5 045,Chamundasthan
M-BHE-60-013,524 4 11 61 5 019,Choratha
M-BHE-60-014,524 4 11 61 5 008,Dandaparajul
M-BHE-60-015,524 4 11 61 5 037,Dullu
M-BHE-60-016,524 4 11 61 5 036,Gamaudi
M-BHE-60-017,524 4 11 61 5 032,Gauri
M-BHE-60-018,524 4 11 61 5 004,Goganpani
M-BHE-60-019,524 4 11 61 5 013,Jaganath
M-BHE-60-020,524 4 11 61 5 043,Jambukandh
M-BHE-60-021,524 4 11 61 5 033,Kalbhairav
M-BHE-60-022,524 4 11 61 5 022,Kalika
M-BHE-60-023,524 4 11 61 5 027,Kasikandh
M-BHE-60-024,524 4 11 61 5 012,Katti
M-BHE-60-025,524 4 11 61 5 001,Khadkabada
M-BHE-60-026,524 4 11 61 5 025,Khadigaira
M-BHE-60-027,524 4 11 61 5 046,Kusapani
M-BHE-60-028,524 4 11 61 5 048,Lakandra
M-BHE-60-029,524 4 11 61 5 010,Lakuri
M-BHE-60-030,524 4 11 61 5 006,Lalikanda
M-BHE-60-031,524 4 11 61 5 044,Layati
M-BHE-60-032,524 4 11 61 5 042,Bhairikalikathum
M-BHE-60-033,524 4 11 61 5 031,Malika
M-BHE-60-034,524 4 11 61 5 014,Mehaltoli
M-BHE-60-035,524 4 11 61 3 001,Narayan Municipality
M-BHE-60-036,524 4 11 61 5 035,Naule Katuwal
M-BHE-60-037,524 4 11 61 5 038,Nepa
M-BHE-60-038,524 4 11 61 5 021,Naumule
M-BHE-60-039,524 4 11 61 5 023,Dwari
M-BHE-60-040,524 4 11 61 5 041,Padukasthan
M-BHE-60-041,524 4 11 61 5 016,Pagnath
M-BHE-60-042,524 4 11 61 5 005,Piladi
M-BHE-60-043,524 4 11 61 5 054,Pipalkot
M-BHE-60-044,524 4 11 61 5 034,Hiudi Pusakot
M-BHE-60-045,524 4 11 61 5 055,Rakam
M-BHE-60-046,524 4 11 61 5 028,Raniban
M-BHE-60-047,524 4 11 61 5 039,Rawatkot
M-BHE-60-048,524 4 11 61 5 015,Rum
M-BHE-60-049,524 4 11 61 5 020,Salleri
M-BHE-60-050,524 4 11 61 5 049,Satala
M-BHE-60-051,524 4 11 61 5 003,Seri
M-BHE-60-052,524 4 11 61 5 051,Sigodi
M-BHE-60-053,524 4 11 61 5 053,Singasain
M-BHE-60-054,524 4 11 61 5 052,Tilepata
M-BHE-60-055,524 4 11 61 5 017,Toli
M-BHE-60-056,524 4 11 61 5 050,Tolijaisi
M-BHE-61-001,524 4 11 60 5 026,Archhani
M-BHE-61-002,524 4 11 60 5 015,Bhagawatitol
M-BHE-61-003,524 4 11 60 5 001,Bhur
M-BHE-61-004,524 4 11 60 5 025,Daha
M-BHE-61-005,524 4 11 60 5 012,Dandagaun
M-BHE-61-006,524 4 11 60 5 020,Dasera
M-BHE-61-007,524 4 11 60 5 005,Dhime
M-BHE-61-008,524 4 11 60 5 024,Garkhakot
M-BHE-61-009,524 4 11 60 5 002,Jagatipur
M-BHE-61-010,524 4 11 60 5 029,Jhapra
M-BHE-61-011,524 4 11 60 5 018,Jungathapachaur
M-BHE-61-012,524 4 11 60 5 030,Karkigaun
M-BHE-61-013,524 4 11 60 5 013,Khagenakot
M-BHE-61-014,524 4 11 60 5 004,Jajarkot (Khalanga)
M-BHE-61-015,524 4 11 60 5 023,Kortang
M-BHE-61-016,524 4 11 60 5 011,Laha
M-BHE-61-017,524 4 11 60 5 022,Majkot
M-BHE-61-018,524 4 11 60 5 008,Nayakbada
M-BHE-61-019,524 4 11 60 5 006,Paik
M-BHE-61-020,524 4 11 60 5 028,Padaru
M-BHE-61-021,524 4 11 60 5 003,Punma
M-BHE-61-022,524 4 11 60 5 014,Ragda
M-BHE-61-023,524 4 11 60 5 009,Ramidanda
M-BHE-61-024,524 4 11 60 5 007,Rokayagaun
M-BHE-61-025,524 4 11 60 5 010,Sakla
M-BHE-61-026,524 4 11 60 5 019,Salma
M-BHE-61-027,524 4 11 60 5 016,Sima
M-BHE-61-028,524 4 11 60 5 021,Suwanauli
M-BHE-61-029,524 4 11 60 5 027,Talegaun
M-BHE-61-030,524 4 11 60 5 017,Thalarekar
M-KAR-62-001,524 4 12 62 5 016,Bhijer
M-KAR-62-002,524 4 12 62 5 022,Chharka
M-KAR-62-003,524 4 12 62 5 020,Dho
M-KAR-62-004,524 4 12 62 5 001,Dunai
M-KAR-62-005,524 4 12 62 5 002,Juphal
M-KAR-62-006,524 4 12 62 5 013,Kaingaon
M-KAR-62-007,524 4 12 62 5 009,Kalika
M-KAR-62-008,524 4 12 62 5 019,Lawan
M-KAR-62-009,524 4 12 62 5 008,Lhan
M-KAR-62-010,524 4 12 62 5 007,Liku
M-KAR-62-011,524 4 12 62 5 003,Majhphal
M-KAR-62-012,524 4 12 62 5 023,Mukot
M-KAR-62-013,524 4 12 62 5 010,Narku
M-KAR-62-014,524 4 12 62 5 006,Pahada
M-KAR-62-015,524 4 12 62 5 014,Phoksundo
M-KAR-62-016,524 4 12 62 5 015,Raha
M-KAR-62-017,524 4 12 62 5 012,Rimi
M-KAR-62-018,524 4 12 62 5 021,Sahartara
M-KAR-62-019,524 4 12 62 5 017,Saldang
M-KAR-62-020,524 4 12 62 5 011,Sarmi
M-KAR-62-021,524 4 12 62 5 004,Suhu
M-KAR-62-022,524 4 12 62 5 018,Tinje
M-KAR-62-023,524 4 12 62 5 005,Tripurakot
M-KAR-63-001,524 4 12 63 5 021,Badki
M-KAR-63-002,524 4 12 63 5 026,Birat
M-KAR-63-003,524 4 12 63 5 029,Bumra Madichour
M-KAR-63-004,524 4 12 63 5 002,Chandannath
M-KAR-63-005,524 4 12 63 5 004,Chhumchour
M-KAR-63-006,524 4 12 63 5 009,Depalgaun
M-KAR-63-007,524 4 12 63 5 024,Dhap
M-KAR-63-008,524 4 12 63 5 005,Dillichour
M-KAR-63-009,524 4 12 63 5 008,Garjyankot
M-KAR-63-010,524 4 12 63 5 017,Mahadev
M-KAR-63-011,524 4 12 63 5 007,Gothichour
M-KAR-63-012,524 4 12 63 5 011,Haku
M-KAR-63-013,524 4 12 63 5 020,Kalika
M-KAR-63-014,524 4 12 63 5 028,Kanaksundari (Choutha)
M-KAR-63-015,524 4 12 63 5 010,Kartikswami
M-KAR-63-016,524 4 12 63 5 015,Kundari
M-KAR-63-017,524 4 12 63 5 012,Lamra
M-KAR-63-018,524 4 12 63 5 018,Lihi
M-KAR-63-019,524 4 12 63 5 019,Mahabai
M-KAR-63-020,524 4 12 63 5 001,Mahatgaun
M-KAR-63-021,524 4 12 63 5 027,Malikabota (Hatsinja)
M-KAR-63-022,524 4 12 63 5 016,Malika
M-KAR-63-023,524 4 12 63 5 023,Narakot
M-KAR-63-024,524 4 12 63 5 025,Pandabgupha
M-KAR-63-025,524 4 12 63 5 006,Patarasi
M-KAR-63-026,524 4 12 63 5 030,Patmara
M-KAR-63-027,524 4 12 63 5 022,Khanigaun
M-KAR-63-028,524 4 12 63 5 003,Talium
M-KAR-63-029,524 4 12 63 5 014,Tamti
M-KAR-63-030,524 4 12 63 5 013,Tatopani
M-KAR-64-001,524 4 12 64 5 004,Badalkot
M-KAR-64-002,524 4 12 64 5 023,Chhapre
M-KAR-64-003,524 4 12 64 5 022,Chilkhaya
M-KAR-64-004,524 4 12 64 5 002,Daha Phalgaun
M-KAR-64-005,524 4 12 64 5 028,Dholagoha
M-KAR-64-006,524 4 12 64 5 020,Gela
M-KAR-64-007,524 4 12 64 5 024,Jubitha
M-KAR-64-008,524 4 12 64 5 029,Khin
M-KAR-64-009,524 4 12 64 5 014,Kotwada
M-KAR-64-010,524 4 12 64 5 015,Kumalgaun
M-KAR-64-011,524 4 12 64 5 016,Lalu
M-KAR-64-012,524 4 12 64 5 030,Malkot
M-KAR-64-013,524 4 12 64 5 001,Manma Khadachakra
M-KAR-64-014,524 4 12 64 5 017,Bharta
M-KAR-64-015,524 4 12 64 5 011,Mehal Mudi
M-KAR-64-016,524 4 12 64 5 019,Mugraha (Kalika)
M-KAR-64-017,524 4 12 64 5 010,Mumra
M-KAR-64-018,524 4 12 64 5 005,Nanikot
M-KAR-64-019,524 4 12 64 5 021,Odanku
M-KAR-64-020,524 4 12 64 5 003,Pakhapani
M-KAR-64-021,524 4 12 64 5 026,Phoimahadev
M-KAR-64-022,524 4 12 64 5 007,Phukot
M-KAR-64-023,524 4 12 64 5 006,Ramnakot
M-KAR-64-024,524 4 12 64 5 025,Ranchuli
M-KAR-64-025,524 4 12 64 5 012,Raku
M-KAR-64-026,524 4 12 64 5 013,Rupsa
M-KAR-64-027,524 4 12 64 5 009,Sipkhana
M-KAR-64-028,524 4 12 64 5 018,Sukatinya
M-KAR-64-029,524 4 12 64 5 008,Syuna
M-KAR-64-030,524 4 12 64 5 027,Thirpu
M-KAR-65-001,524 4 12 65 5 024,Bhihi
M-KAR-65-002,524 4 12 65 5 016,Dhain
M-KAR-65-003,524 4 12 65 5 009,Dolphu
M-KAR-65-004,524 4 12 65 5 023,Gumtha
M-KAR-65-005,524 4 12 65 5 017,Hyandalu
M-KAR-65-006,524 4 12 65 5 011,Jim
M-KAR-65-007,524 4 12 65 5 001,Karkibada
M-KAR-65-008,524 4 12 65 5 010,Kimari
M-KAR-65-009,524 4 12 65 5 022,Khamale
M-KAR-65-010,524 4 12 65 5 004,Magri
M-KAR-65-011,524 4 12 65 5 007,Mugu
M-KAR-65-012,524 4 12 65 5 012,Natharpu
M-KAR-65-013,524 4 12 65 5 013,Photu
M-KAR-65-014,524 4 12 65 5 002,Pina
M-KAR-65-015,524 4 12 65 5 008,Pulu
M-KAR-65-016,524 4 12 65 5 014,Rara
M-KAR-65-017,524 4 12 65 5 015,Kalai
M-KAR-65-018,524 4 12 65 5 005,Rowa
M-KAR-65-019,524 4 12 65 5 006,Ruga
M-KAR-65-020,524 4 12 65 5 018,Kotdanda
M-KAR-65-021,524 4 12 65 5 021,Seri
M-KAR-65-022,524 4 12 65 5 020,Shreekot
M-KAR-65-023,524 4 12 65 5 003,Shreenagar
M-KAR-65-024,524 4 12 65 5 019,Sukhadhik
M-KAR-66-001,524 4 12 66 5 024,Baraha Gaun
M-KAR-66-002,524 4 12 66 5 002,Bargaun
M-KAR-66-003,524 4 12 66 5 012,Chhipra
M-KAR-66-004,524 4 12 66 5 004,Dandaphaya
M-KAR-66-005,524 4 12 66 5 018,Darma
M-KAR-66-006,524 4 12 66 5 016,Gothi
M-KAR-66-007,524 4 12 66 5 003,Hekpa
M-KAR-66-008,524 4 12 66 5 026,Jair
M-KAR-66-009,524 4 12 66 5 027,Kalika
M-KAR-66-010,524 4 12 66 5 006,Khagalgaun
M-KAR-66-011,524 4 12 66 5 011,Kharpunath
M-KAR-66-012,524 4 12 66 5 013,Lali
M-KAR-66-013,524 4 12 66 5 009,Limi
M-KAR-66-014,524 4 12 66 5 014,Madana
M-KAR-66-015,524 4 12 66 5 025,Maila
M-KAR-66-016,524 4 12 66 5 017,Menchham
M-KAR-66-017,524 4 12 66 5 019,Mimi
M-KAR-66-018,524 4 12 66 5 008,Muchu
M-KAR-66-019,524 4 12 66 5 021,Raya
M-KAR-66-020,524 4 12 66 5 015,Redikot
M-KAR-66-021,524 4 12 66 5 007,Sarkideu
M-KAR-66-022,524 4 12 66 5 022,Saya
M-KAR-66-023,524 4 12 66 5 020,Shreemashtha
M-KAR-66-024,524 4 12 66 5 023,Shreenagar
M-KAR-66-025,524 4 12 66 5 001,Simikot
M-KAR-66-026,524 4 12 66 5 005,Syanda
M-KAR-66-027,524 4 12 66 5 010,Theh
M-RAP-52-001,524 4 10 55 5 041,Arkha
M-RAP-52-002,524 4 10 55 5 048,Badikot
M-RAP-52-003,524 4 10 55 5 001,Bangesal
M-RAP-52-004,524 4 10 55 5 004,Barola
M-RAP-52-005,524 4 10 55 5 019,Barjibang
M-RAP-52-006,524 4 10 55 5 024,Belbas
M-RAP-52-007,524 4 10 55 5 023,Bhingri
M-RAP-52-008,524 4 10 55 5 017,Bijaynagar
M-RAP-52-009,524 4 10 55 5 029,Bijubar
M-RAP-52-010,524 4 10 55 5 005,Bijuli
M-RAP-52-011,524 4 10 55 5 026,Chuja
M-RAP-52-012,524 4 10 55 5 016,Darwakawadi
M-RAP-52-013,524 4 10 55 5 037,Damri
M-RAP-52-014,524 4 10 55 5 003,Dangwang
M-RAP-52-015,524 4 10 55 5 027,Dharampani
M-RAP-52-016,524 4 10 55 5 033,Dharamawati
M-RAP-52-017,524 4 10 55 5 014,Udayapurkot
M-RAP-52-018,524 4 10 55 5 008,Dhuwang
M-RAP-52-019,524 4 10 55 5 009,Dhungegadhi
M-RAP-52-020,524 4 10 55 5 020,Gothiwang
M-RAP-52-021,524 4 10 55 5 002,Hanspur
M-RAP-52-022,524 4 10 55 5 018,Jumrikanda
M-RAP-52-023,524 4 10 55 5 013,Khera
M-RAP-52-024,524 4 10 55 5 042,Khawang
M-RAP-52-025,524 4 10 55 5 045,Khung
M-RAP-52-026,524 4 10 55 5 021,Kochiwang
M-RAP-52-027,524 4 10 55 5 038,Ligha
M-RAP-52-028,524 4 10 55 5 044,Libang
M-RAP-52-029,524 4 10 55 5 036,Lung
